TAZ,Poly,Area,Weight,GenEdge,PedEdge
-2194,-207035,387,0.0018029014134374388,-203821#6,-203821#6
-2194,-205095,126,0.0005869911578633522,--203510,--203510
-2194,-207224,274,0.001276472835353639,--204670#1,--204670#1
-2194,-204890,1767,0.008231852190036058,-206063#0,-206063#0
-2194,-207078,1081,0.005036011441668918,--203657#0,--203657#0
-2194,-203172,88,0.00040996207850773806,-203505#4,-203505#4
-2194,-203819,103,0.00047984197825337517,-202987#1,-203573
-2194,-204015,285,0.001327718095167106,--204108#1,--204108#1
-2194,-204643,354,0.0016491656339970371,-206842#4,-203150
-2194,-204087,57,0.00026554361903342123,-204027#0,-204027#0
-2194,-207249,374,0.0017423388336578866,-203017#2,-203017#2
-2194,-206743,203,0.000945707976557623,-205583#4,-205583#4
-2194,-206680,435,0.0020265170926234777,--203177#1,--203177#1
-2194,-205165,163,0.0007593615772359238,-206105#1,-205813
-2194,-205652,461,0.002147642252182582,-203178,-203178
-2194,-203099,1034,0.004817054422465922,-203893,-203893
-2194,-207285,5463,0.025450259487361057,-206547#1,-206547#1
-2194,-203499,448,0.00208707967240303,-203374#5,-203271
-2194,-203539,100,0.0004658659983042478,--205665,--205665
-2194,-207248,463,0.002156959572148667,-205689#1,-205689#1
-2194,-204543,166,0.0007733375571850513,--207119#1,-203009
-2194,-203174,84,0.00039132743857556813,-203374#0,-203374#0
-2194,-207213,286,0.0013323767551501487,--206007#1,--206007#1
-2194,-203324,588,0.002739292070028977,--205742#2,--205742#2
-2194,-204007,276,0.0012857901553197239,-205848#0,--206821#0
-2194,-205569,495,0.0023060366916060264,-206352#1,-206352#1
-2194,-206963,171,0.0007966308571002637,--203460#0,--203460#0
-2194,-203151,412,0.0019193679130135007,--204942#0,--204942#0
-2194,-205945,237,0.0011041024159810671,--206880#1,--206880#1
-2194,-204078,809,0.0037688559262813643,--205855#0,--205855#0
-2194,-203410,428,0.0019939064727421806,-204942#1,-205020
-2194,-205721,336,0.0015653097543022725,-206007#3,-206007#3
-2194,-203042,393,0.0018308533733356936,-206728#0,-206728#0
-2194,-204579,378,0.0017609734735900566,--207030#0,--207030#0
-2194,-204544,444,0.00206844503247086,-205840,-205840
-2194,-205876,245,0.001141371695845407,-206332#1,-206332#1
-2194,-207148,150,0.0006987989974563717,-202987#1,-202987#1
-2194,-203970,1863,0.008679083548408136,-204705#1,-204705#1
-2194,-205659,157,0.000731409617337669,-206277#0,-206277#0
-2194,-207240,256,0.0011926169556588744,-207327,-207327
-2194,-203222,344,0.0016025790341666123,-206454#3,-206454#3
-2194,-206488,202,0.0009410493165745805,-203544#13,-203544#13
-2194,-203000,223,0.0010388811762184725,-206726#1,-206726#1
-2194,-203108,275,0.0012811314953366814,-202987#4,-202987#4
-2194,-206099,80,0.0003726927986433982,-205723,-205723
-2194,-203189,741,0.003452067047434476,--206053,--206053
-2194,-206200,145,0.0006755056975411592,-206007#1,-206007#1
-2194,-203536,255,0.0011879582956758317,-207030#0,-207030#0
-2194,-205881,164,0.0007640202372189664,-206637#3,-206637#3
-2194,-204592,678,0.0031585714685027997,--203057#1,--203057#1
-2194,-207292,35,0.00016305309940648673,--203491#6,--203491#6
-2194,-206782,2555,0.011902876256673531,-203632#0,-203632#0
-2194,-205105,468,0.0021802528720638796,--205455,--205455
-2194,-204199,401,0.0018681226532000336,-203772#2,-203772#2
-2194,-204569,156,0.0007267509573546265,--203772#4,--203772#4
-2194,-203742,442,0.0020591277125047752,-204490#2,-207252
-2194,-204480,360,0.001677117593895292,--204558,--204558
-2194,-207141,1529,0.007123091114071949,-206272#0,--205746
-2194,-207329,235,0.0010947850960149822,-207119#1,-207119#1
-2194,-204219,247,0.001150689015811492,-206261#1,-206261#1
-2194,-206577,320,0.0014907711945735928,--204942#1,--204942#1
-2194,-204921,415,0.0019333438929626282,-204558,-204558
-2194,-205233,29,0.00013510113950823186,--204389#6,-206256
-2194,-204657,617,0.0028743932095372086,--203863#0,--204532
-2194,-206055,1547,0.007206946993766713,-203012,-203012
-2194,-205812,138,0.0006428950776598619,--205348#1,--205348#1
-2194,-206707,2072,0.009652743484864014,--207057#2,--207057#2
-2194,-204328,130,0.0006056257977955221,-204670#2,-204670#2
-2194,-202984,836,0.003894639745823511,--205933#0,--205933#0
-2194,-205829,386,0.0017982427534543963,-203821#13,-203821#13
-2194,-203700,233,0.0010854677760488974,--206454#2,--206454#2
-2194,-203419,112,0.0005217699181007575,--204381#1,--204381#1
-2194,-203167,315,0.0014674778946583804,-204783#0,-204783#0
-2194,-205116,437,0.0020358344125895626,--205139#2,--205139#2
-2194,-205773,1414,0.006587345216022064,-204931#3,-204931#3
-2194,-204260,1069,0.004980107521872408,--203057#0,--203057#0
-2194,-205208,726,0.0033821871476888386,-203672#1,-206767
-2194,-206227,42,0.00019566371928778407,-205268,-205268
-2194,-205824,1448,0.0067457396554455075,--205848#0,--205848#0
-2194,-202948,141,0.0006568710576089894,-206652,-206652
-2194,-205873,479,0.002231498131877347,-204661#1,-204661#1
-2194,-203255,66,0.00030747155888080353,--203374#2,--203374#2
-2194,-204759,154,0.0007174336373885415,-206913#7,-206913#7
-2194,-207282,158,0.0007360682773207115,-204661#5,-204661#5
-2194,-206818,301,0.0014022566548957858,--204541,--204541
-2194,-203857,1117,0.005203723201058447,-205672#0,-206021
-2194,-203272,462,0.0021523009121656245,--203632#3,--203632#3
-2194,-204413,877,0.0040856448051282525,-203385#0,-204724
-2194,-203667,285,0.001327718095167106,-203057#0,-203057#0
-2194,-204527,83,0.00038666877859252564,-203307#6,-205441#1
-2194,-207307,1014,0.004723881222805072,-202918,-202918
-2194,-205739,400,0.0018634639932169912,--205716,--205716
-2194,-207075,164,0.0007640202372189664,-206637#0,-206637#0
-2194,-203642,336,0.0015653097543022725,-206022#1,-206022#1
-2194,-205749,406,0.001891415953115246,--203982#0,--203982#0
-2194,-205302,807,0.0037595386063152794,--205419#4,--205419#4
-2194,-205699,349,0.0016258723340818247,-203544#2,-204432
-2194,-203477,145,0.0006755056975411592,--203491#2,--203491#2
-2194,-206619,419,0.0019519785328947982,-207040#1,-207040#1
-2194,-206658,726,0.0033821871476888386,-204725#6,-206093#1
-2194,-203431,186,0.0008665107568459009,--205768#0,--205768#0
-2194,-203218,58,0.00027020227901646373,-205498#1,-205498#1
-2194,-203086,237,0.0011041024159810671,--204783#1,--204783#1
-2194,-204076,875,0.004076327485162168,-205793#8,-205793#8
-2194,-207132,344,0.0016025790341666123,-205498#0,-205498#0
-2194,-205229,290,0.0013510113950823185,-202977#1,-202977#1
-2194,-206287,68,0.00031678887884688847,-203327#0,-203327#0
-2194,-204460,651,0.003032787648960653,-205150#1,--205163
-2194,-204268,380,0.0017702907935561415,-206777#6,-206777#6
-2194,-205091,841,0.003917933045738724,--203460#2,--203460#2
-2194,-204036,548,0.002552945670707278,-204558,-204558
-2194,-203289,97,0.00045189001835512036,-206296,-206296
-2194,-205066,939,0.0043744817240768865,-205765#0,-205765#0
-2194,-204388,1098,0.005115208661380641,-207119#4,-207119#4
-2194,-207016,313,0.0014581605746922955,-204101#1,-204101#1
-2194,-204202,447,0.0020824210124199874,-203307#10,-203307#10
-2194,-205891,170,0.0007919721971172213,--203057#0,--203057#0
-2194,-206118,206,0.0009596839565067503,--206913#8,--206913#8
-2194,-205556,229,0.0010668331361167274,-207306#11,-207306#11
-2194,-203985,185,0.0008618520968628584,--204484#2,--204484#2
-2194,-205566,760,0.003540581587112283,--206063#0,--206063#0
-2194,-204465,729,0.0033961631276379664,--204349#5,--204349#5
-2194,-206607,1605,0.007477149272783177,--204753,--204753
-2194,-203641,73,0.0003400821787621009,--203374#4,--203374#4
-2194,-207171,130,0.0006056257977955221,-203327#4,-203327#4
-2194,-203939,356,0.001658482953963122,--203772#3,--203772#3
-2194,-206358,40,0.0001863463993216991,--203576#5,-204492
-2194,-205771,1013,0.00471922256282203,--205664#1,--205664#1
-2194,-204871,75,0.00034939949872818583,-206842#4,-203150
-2194,-206737,253,0.0011786409757097468,-204108#1,--206821#1
-2194,-206940,1096,0.005105891341414556,-205679#1,-205679#1
-2194,-205308,162,0.0007547029172528814,-203544#9,-205947
-2194,-206635,60,0.00027951959898254867,-202987#2,-202987#2
-2194,-205653,330,0.0015373577944040177,--206053,--206053
-2194,-205306,233,0.0010854677760488974,--204942#2,--204942#2
-2194,-204214,636,0.002962907749215016,-203491#4,-203491#4
-2194,-204742,579,0.0026973641301815945,--203057#0,--203057#0
-2194,-205605,148,0.0006894816774902867,-204444#1,-204444#1
-2194,-204904,136,0.0006335777576937769,-207306#3,-207306#3
-2194,-202899,2300,0.010714917960997699,-205793#3,-205793#3
-2194,-205635,125,0.0005823324978803098,--204558,--204558
-2194,-204836,451,0.002101055652352157,--203017#3,--203017#3
-2194,-204903,343,0.0015979203741835698,-206913#0,-206913#0
-2194,-205893,91,0.0004239380584568655,-202987#3,-202987#3
-2194,-203717,176,0.0008199241570154761,--206261#1,--206261#1
-2194,-203997,721,0.0033588938477736264,--207314,--207314
-2194,-203866,498,0.0023200126715551537,-206726#1,-206726#1
-2194,-205704,92,0.00042859671843990793,--204309#6,--204309#6
-2194,-203424,951,0.004430385643873397,-205139#2,-205139#2
-2194,-204500,213,0.0009922945763880477,-203508,-203508
-2194,-205633,398,0.001854146673250906,-205716,-205716
-2194,-203449,650,0.0030281289889776105,-203863#4,-203863#4
-2194,-203195,449,0.0020917383323860723,-203687,-203687
-2194,-203325,256,0.0011926169556588744,-202994#0,-202994#0
-2194,-206702,125,0.0005823324978803098,--205098,--205098
-2194,-204441,627,0.0029209798093676334,-205150#1,--205163
-2194,-206565,244,0.0011367130358623646,-205793#8,-205793#8
-2194,-207108,508,0.0023665992713855786,--206454#3,--206454#3
-2194,-206543,232,0.001080809116065855,--206145#0,--206145#0
-2194,-206499,105,0.0004891592982194602,--204751#0,--204751#0
-2194,-204307,325,0.0015140644944888052,-202949#2,-204092
-2194,-205988,771,0.0035918268469257502,-204751#1,--206083
-2194,-203180,25,0.00011646649957606195,-203544#0,-203544#0
-2194,-203170,10225,0.047634798326609336,--206913#4,--205546
-2194,-205871,501,0.0023339886515042815,-205203#1,-205203#1
-2194,-205106,236,0.0010994437559980247,-205141#0,-205141#0
-2194,-203852,729,0.0033961631276379664,-207225#1,-205813
-2194,-204845,257,0.0011972756156419168,-205793#8,-205793#8
-2194,-203092,704,0.0032796966280619045,-204505,-204505
-2194,-203877,1627,0.0075796397924101115,-204381#1,-204381#1
-2194,-205619,3241,0.01509871700504067,--204705#1,--204705#1
-2194,-205245,150,0.0006987989974563717,--204558,--204558
-2194,-206508,819,0.003815442526111789,-204725#6,-206093#1
-2194,-205323,379,0.001765632133573099,-205334#7,-205334#7
-2194,-207234,206,0.0009596839565067503,--206454#0,--206454#0
-2194,-206133,64,0.0002981542389147186,--204907#0,--204907#0
-2194,-205929,628,0.002925638469350676,--204505,--204505
-2194,-206835,229,0.0010668331361167274,--206454#2,--206454#2
-2194,-206593,760,0.003540581587112283,--203177#2,--203177#2
-2194,-204966,743,0.003461384367400561,-203307#3,-206767
-2194,-203882,397,0.0018494880132678636,--203544#11,-205400
-2194,-203470,95,0.00044257269838903537,-203460#0,-203460#0
-2194,-206688,1283,0.0059770607582434986,-204548,--207303
-2194,-204119,608,0.0028324652696898266,-206670,-206599
-2194,-202909,166,0.0007733375571850513,--204558,--204558
-2194,-205789,198,0.0009224146766424106,--206880#1,--206880#1
-2194,-204695,314,0.001462819234675338,--203893,--203893
-2194,-203744,445,0.0020731036924539026,--206262#0,--206262#0
-2194,-204201,125,0.0005823324978803098,--206199,--206199
-2194,-205312,173,0.0008059481770663487,-205848#1,-205848#1
-2194,-204877,492,0.002292060711656899,-203374#2,-203625
-2194,-206248,6262,0.029172528813811997,-204101#1,-204101#1
-2194,-205727,156,0.0007267509573546265,--205073,--205073
-2194,-205844,98,0.0004565486783381628,-206913#7,-206913#7
-2194,-205371,32,0.0001490771194573593,--205533#0,--205533#0
-2194,-206019,267,0.0012438622154723415,-203057#0,-203057#0
-2194,-204535,1128,0.005254968460871915,--206913#7,--206913#7
-2194,-206170,1691,0.00787779403132483,-206880#2,-206880#2
-2194,-205830,115,0.0005357458980498849,--206007#1,--206007#1
-2194,-205858,567,0.0026414602103850848,-207294,-207294
-2194,-205331,987,0.004598097403262925,--205716,--205716
-2194,-207185,471,0.002194228852013007,-202977#2,-202977#2
-2194,-204067,1386,0.006456902736496874,-203728#0,-203728#0
-2194,-205283,852,0.003969178305552191,-203772#2,-203772#2
-2194,-203084,492,0.002292060711656899,-203017#3,-203017#3
-2194,-206121,102,0.00047518331827033273,-204424#1,-204424#1
-2194,-202910,640,0.0029815423891471856,--203553#1,--203553#1
-2194,-203024,14,6.522123976259468e-05,-203328,-203328
-2194,-205062,695,0.003237768688214522,--205274,--205274
-2194,-203332,73,0.0003400821787621009,--206199,--206199
-2194,-204869,988,0.004602756063245968,-203805#0,-203805#0
-2194,-204985,142,0.0006615297175920318,-207327,-207327
-2194,-203119,276,0.0012857901553197239,--205895#1,--205895#1
-2194,-206191,302,0.0014069153148788282,--203772#6,--203772#6
-2194,-205490,158,0.0007360682773207115,-206913#12,-206913#12
-2194,-204712,217,0.0010109292163202176,-205455,-205455
-2194,-206187,599,0.002790537329842444,-203808,-203808
-2194,-205879,1729,0.008054823110680443,--205435#0,--205435#0
-2194,-207124,103,0.00047984197825337517,-204424#1,-204424#1
-2194,-206502,2041,0.009508325025389697,--207057#2,-205611
-2194,-204037,389,0.0018122187334035239,--206145#1,--206145#1
-2194,-207002,366,0.0017050695537935469,-204490#2,-204490#2
-2194,-206268,121,0.0005636978579481398,-202987#2,-202987#2
-2194,-205279,264,0.0012298862355232141,--203045#5,--203045#5
-2194,-206023,119,0.0005543805379820549,--204942#2,--204942#2
-2194,-204567,104,0.00048450063823641767,-206728#0,-206728#0
-2194,-206421,71,0.0003307648587960159,-203491#6,-203491#6
-2194,-206527,907,0.0042254046046195275,-204113,-204113
-2194,-204857,189,0.0008804867367950283,-206352#0,-206352#0
-2194,-203113,578,0.002692705470198552,--203576#7,--203576#7
-2194,-206409,262,0.0012205689155571292,--204558,--204558
-2194,-203541,425,0.001979930492793053,-204908#1,-203836
-2194,-204873,747,0.0034800190073327308,-206454#2,-206454#2
-2194,-204329,276,0.0012857901553197239,-204213,-204213
-2194,-203769,105,0.0004891592982194602,--202949#0,--202949#0
-2194,-206451,66,0.00030747155888080353,--203576#6,-204336
-2194,-206278,553,0.00257623897062249,-206454#2,-206454#2
-2194,-205077,461,0.002147642252182582,-206913#9,-206913#9
-2194,-203844,297,0.0013836220149636158,-203553#0,-203553#0
-2194,-206411,132,0.0006149431177616071,-206454#1,-206454#1
-2194,-206845,195,0.0009084386966932832,--204558,--204558
-2194,-206833,646,0.0030094943490454407,-206726#1,-206726#1
-2194,-206917,541,0.0025203350508259804,-205274,-205274
-2194,-205819,367,0.0017097282137765893,-206913#0,-206913#0
-2194,-205025,167,0.0007779962171680938,--204670#0,--204670#0
-2194,-203383,186,0.0008665107568459009,--206063#0,--206063#0
-2194,-207122,244,0.0011367130358623646,--204108#1,--204108#1
-2194,-204749,597,0.0027812200098763593,--205698#0,--203097
-2194,-207077,371,0.0017283628537087593,--205455,--205455
-2194,-203360,171,0.0007966308571002637,--205855#1,--205855#1
-2194,-205248,491,0.0022874020516738566,-204780#1,-204780#1
-2194,-203932,364,0.001695752233827462,-204113,-204113
-2194,-205779,2497,0.011632673977657066,--207057#1,-203019
-2194,-202914,230,0.0010714917960997698,--203772#1,--203772#1
-2194,-205239,136,0.0006335777576937769,--202977#1,--202977#1
-2194,-206129,136,0.0006335777576937769,--203772#5,--203772#5
-2194,-204070,185,0.0008618520968628584,-207057#0,-207057#0
-2194,-204926,118,0.0005497218779990123,--203374#4,-204458
-2194,-204240,362,0.0016864349138613769,--204783#0,--204783#0
-2194,-206359,41,0.0001910050593047416,-204349#2,-204349#2
-2194,-205227,1132,0.005273603100804085,--204893#0,--204893#0
-2194,-202951,174,0.0008106068370493911,--206166,--206166
-2194,-206557,922,0.004295284504365164,-204893#2,-204893#2
-2194,-204595,78,0.00036337547867731326,-203327#1,-203327#1
-2194,-202955,133,0.0006196017777446495,--203772#4,--203772#4
-2194,-203901,150,0.0006987989974563717,-203553#1,-203553#1
-2194,-205764,854,0.0039784956255182755,--203514#0,-203019
-2194,-203362,798,0.003717610666467897,--204670#6,--204670#6
-2194,-203444,205,0.0009550252965237079,-205848#0,-205848#0
-2194,-206286,618,0.002879051869520251,-204347#0,-204347#0
-2194,-206518,1248,0.005814007658837012,--204998#0,--204998#0
-2194,-204995,775,0.00361046148685792,--203017#2,--203017#2
-2194,-206698,2106,0.009811137924287458,-204780#1,-204780#1
-2194,-205512,450,0.0020963969923691148,-204893#0,-204893#0
-2194,-203212,193,0.0008991213767271982,--203893,--203893
-2194,-206504,692,0.0032237927082653947,-203057#0,-203057#0
-2194,-203820,121,0.0005636978579481398,--204942#2,--204942#2
-2194,-202921,682,0.00317720610843497,-203893,-203893
-2194,-206239,158,0.0007360682773207115,-204484#2,-204484#2
-2194,-202928,144,0.0006708470375581168,--203374#0,-203765
-2194,-206664,644,0.003000177029079356,-206670,--205163
-2194,-205695,854,0.0039784956255182755,-205698#1,-205698#1
-2194,-206216,881,0.004104279445060423,--203437,--203437
-2194,-206425,99,0.0004612073383212053,-206913#7,-206913#7
-2194,-206143,305,0.0014208912948279557,--203345#0,--203345#0
-2194,-206402,466,0.0021709355520977947,-204753,-204753
-2194,-206553,1698,0.007910404651206127,-203687,-203687
-2194,-206510,107,0.0004984766181855452,-205533#3,-205319
-2194,-204095,150,0.0006987989974563717,--204558,--204558
-2194,-205696,150,0.0006987989974563717,--205499,--205499
-2194,-203826,229,0.0010668331361167274,--206454#1,--206454#1
-2194,-206313,105,0.0004891592982194602,-204942#0,-204942#0
-2194,-203036,91,0.0004239380584568655,-205334#0,-205334#0
-2194,-206188,299,0.0013929393349297009,--206637#3,--206637#3
-2194,-203897,589,0.0027439507300120194,-206726#1,-206726#1
-2194,-204728,131,0.0006102844577785646,-204389#0,-204389#0
-2194,-206824,92,0.00042859671843990793,-203491#6,-203162
-2194,-204026,749,0.0034893363272988157,-203276#0,-203276#0
-2194,-204610,337,0.001569968414285315,--203893,--203893
-2194,-204800,378,0.0017609734735900566,--203057#1,--203057#1
-2194,-204645,630,0.0029349557893167608,-205499,-205499
-2194,-206560,189,0.0008804867367950283,-203863#8,-203863#8
-2194,-203063,277,0.0012904488153027663,-205793#8,-205793#8
-2194,-204334,149,0.0006941403374733292,--203772#5,--203772#5
-2194,-206605,202,0.0009410493165745805,--202977#1,--202977#1
-2194,-202902,158,0.0007360682773207115,-207327,-207327
-2194,-206208,126,0.0005869911578633522,--203772#5,--203772#5
-2194,-204929,281,0.0013090834552349363,-203066#0,-203066#0
-2194,-203684,130,0.0006056257977955221,-203345#2,-203345#2
-2194,-206434,312,0.001453501914709253,-205214,-205214
-2194,-202973,181,0.0008432174569306884,--203460#2,--203460#2
-2194,-203196,113,0.0005264285780838,--204624#1,--204624#1
-2194,-204766,167,0.0007779962171680938,-204931#0,-204931#0
-2194,-204258,180,0.000838558796947646,--205848#2,--205848#2
-2194,-205814,762,0.003549898907078368,-206637#1,-206637#1
-2194,-206705,603,0.002809171969774614,--203553#0,--203553#0
-2194,-203225,188,0.0008758280768119859,-203057#0,-203057#0
-2194,-207261,622,0.0028976865094524212,--204347#0,--204347#0
-2194,-205957,179,0.0008339001369646036,-206261#0,-206261#0
-2194,-206947,640,0.0029815423891471856,-207030#1,-207030#1
-2194,-206444,819,0.003815442526111789,-203307#3,-206093#1
-2194,-203552,487,0.0022687674117416864,-206145#0,-206145#0
-2194,-203273,1676,0.007807914131579193,--207129#0,--207129#0
-2194,-204613,291,0.001355670055065361,--206913#9,--206913#9
-2194,-205656,145,0.0006755056975411592,-206913#7,-206913#7
-2194,-205097,69,0.00032144753882993096,-205334#4,-205334#4
-2194,-206919,327,0.0015233818144548901,--203057#0,--203057#0
-2194,-205090,252,0.0011739823157267044,--203437,--203437
-2194,-202900,405,0.0018867572931322034,--203893,--203893
