segmentId,newSegmentId,speedLimit,frc,distance,lat,lon,timeSet,timeSetName,dateRange,averageSpeed,medianSpeed,harmonicAverageSpeed,standardDeviationSpeed,averageTravelTime,medianTravelTime,travelTimeRatio,sampleSize,travelTimeStandardDeviation,speedP5,speedP10,speedP15,speedP20,speedP25,speedP30,speedP35,speedP40,speedP45,speedP50,speedP55,speedP60,speedP65,speedP70,speedP75,speedP80,speedP85,speedP90,speedP95
-15040002584975,-00004d41-3200-0400-0000-000000580103,60,7,661.76,33.54376,-7.65351,5,22:00-24:00,1,34.8,33.0,29.5,12.4,80.89,72.19,1.03,51,42.33,13,18,21,29,30,32,32,32,32,33,35,36,37,37,39,42,46,48,57
-15040002584975,-00004d41-3200-0400-0000-000000580103,60,7,661.76,33.54376,-7.65351,6,0:00-4:00,1,38.3,35.0,30.2,18.0,78.97,68.07,1.0,35,44.56,12,20,20,23,24,25,29,30,31,35,40,40,42,43,49,51,58,67,75
-15040005025931,-00004d41-3200-0400-0000-000000580108,18,7,192.83,33.54356,-7.65883,2,10:00-16:00,1,0.0,0.0,0.0,,0.0,0.0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-15040005025931,-00004d41-3200-0400-0000-000000580108,18,7,192.83,33.54356,-7.65883,3,5:00-9:00,1,0.0,0.0,0.0,,0.0,0.0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-15040005025931,-00004d41-3200-0400-0000-000000580108,18,7,192.83,33.54356,-7.65883,4,16:00-21:00,1,0.0,0.0,0.0,,0.0,0.0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-15040005025931,-00004d41-3200-0400-0000-000000580108,18,7,192.83,33.54356,-7.65883,5,22:00-24:00,1,0.0,0.0,0.0,,0.0,0.0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-15040005025931,-00004d41-3200-0400-0000-000000580108,18,7,192.83,33.54356,-7.65883,6,0:00-4:00,1,0.0,0.0,0.0,,0.0,0.0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-15040006450760,-00004d41-3200-0400-0000-00000058010b,60,7,95.61,33.56855,-7.66458,2,10:00-16:00,1,0.0,0.0,0.0,,0.0,0.0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-15040006450760,-00004d41-3200-0400-0000-00000058010b,60,7,95.61,33.56855,-7.66458,3,5:00-9:00,1,0.0,0.0,0.0,,0.0,0.0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-15040006450760,-00004d41-3200-0400-0000-00000058010b,60,7,95.61,33.56855,-7.66458,4,16:00-21:00,1,0.0,0.0,0.0,,0.0,0.0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-15040006450760,-00004d41-3200-0400-0000-00000058010b,60,7,95.61,33.56855,-7.66458,5,22:00-24:00,1,0.0,0.0,0.0,,0.0,0.0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-15040006450760,-00004d41-3200-0400-0000-00000058010b,60,7,95.61,33.56855,-7.66458,6,0:00-4:00,1,0.0,0.0,0.0,,0.0,0.0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-15040003860980,-00004d41-3200-0400-0000-00000058010c,60,7,73.08,33.57511,-7.67291,2,10:00-16:00,1,31.0,16.0,23.7,21.2,11.08,16.44,1.0,2,7.58,16,16,16,16,16,16,16,16,16,16,46,46,46,46,46,46,46,46,46
-15040003860980,-00004d41-3200-0400-0000-00000058010c,60,7,73.08,33.57511,-7.67291,3,5:00-9:00,1,42.0,42.0,42.0,0.0,6.26,6.26,0.57,1,0.0,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
-15040003860980,-00004d41-3200-0400-0000-00000058010c,60,7,73.08,33.57511,-7.67291,4,16:00-21:00,1,0.0,0.0,0.0,,0.0,0.0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-15040003860980,-00004d41-3200-0400-0000-00000058010c,60,7,73.08,33.57511,-7.67291,5,22:00-24:00,1,10.0,10.0,10.0,0.0,26.31,26.31,2.37,1,0.0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-15040003860980,-00004d41-3200-0400-0000-00000058010c,60,7,73.08,33.57511,-7.67291,6,0:00-4:00,1,0.0,0.0,0.0,,0.0,0.0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-15040003952474,-00004d41-3200-0400-0000-00000058010d,60,7,73.86,33.57572,-7.6737,2,10:00-16:00,1,0.0,0.0,0.0,,0.0,0.0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-15040003952474,-00004d41-3200-0400-0000-00000058010d,60,7,73.86,33.57572,-7.6737,3,5:00-9:00,1,0.0,0.0,0.0,,0.0,0.0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-15040003952474,-00004d41-3200-0400-0000-00000058010d,60,7,73.86,33.57572,-7.6737,4,16:00-21:00,1,0.0,0.0,0.0,,0.0,0.0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-15040003952474,-00004d41-3200-0400-0000-00000058010d,60,7,73.86,33.57572,-7.6737,5,22:00-24:00,1,0.0,0.0,0.0,,0.0,0.0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-15040003952474,-00004d41-3200-0400-0000-00000058010d,60,7,73.86,33.57572,-7.6737,6,0:00-4:00,1,0.0,0.0,0.0,,0.0,0.0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-15040004109017,-00004d41-3200-0400-0000-00000058010e,60,7,74.07,33.57558,-7.67361,2,10:00-16:00,1,0.0,0.0,0.0,,0.0,0.0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-15040004109017,-00004d41-3200-0400-0000-00000058010e,60,7,74.07,33.57558,-7.67361,3,5:00-9:00,1,0.0,0.0,0.0,,0.0,0.0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-15040004109017,-00004d41-3200-0400-0000-00000058010e,60,7,74.07,33.57558,-7.67361,4,16:00-21:00,1,0.0,0.0,0.0,,0.0,0.0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-15040004109017,-00004d41-3200-0400-0000-00000058010e,60,7,74.07,33.57558,-7.67361,5,22:00-24:00,1,0.0,0.0,0.0,,0.0,0.0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-15040004109017,-00004d41-3200-0400-0000-00000058010e,60,7,74.07,33.57558,-7.67361,6,0:00-4:00,1,0.0,0.0,0.0,,0.0,0.0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-15040004686127,-00004d41-3200-0400-0000-00000058010f,60,7,41.95,33.57505,-7.67646,2,10:00-16:00,1,6.7,6.6,6.7,0.1,22.55,22.88,1.0,2,0.48,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
-15040004686127,-00004d41-3200-0400-0000-00000058010f,60,7,41.95,33.57505,-7.67646,3,5:00-9:00,1,0.0,0.0,0.0,,0.0,0.0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-15040004686127,-00004d41-3200-0400-0000-00000058010f,60,7,41.95,33.57505,-7.67646,4,16:00-21:00,1,0.0,0.0,0.0,,0.0,0.0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-15040004686127,-00004d41-3200-0400-0000-00000058010f,60,7,41.95,33.57505,-7.67646,5,22:00-24:00,1,0.0,0.0,0.0,,0.0,0.0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-15040004686127,-00004d41-3200-0400-0000-00000058010f,60,7,41.95,33.57505,-7.67646,6,0:00-4:00,1,4.9,4.9,4.9,0.0,30.82,30.82,1.37,2,0.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
-15040005025939,-00004d41-3200-0400-0000-000000580110,60,7,34.25,33.57471,-7.67626,2,10:00-16:00,1,16.4,16.0,15.1,4.2,8.15,7.71,1.0,19,2.88,7,9,11,14,14,16,16,16,16,16,17,18,18,18,19,20,21,22,24
-15040005025939,-00004d41-3200-0400-0000-000000580110,60,7,34.25,33.57471,-7.67626,3,5:00-9:00,1,27.5,26.0,27.4,2.1,4.5,4.74,0.55,2,0.35,26,26,26,26,26,26,26,26,26,26,29,29,29,29,29,29,29,29,29
-15040005025939,-00004d41-3200-0400-0000-000000580110,60,7,34.25,33.57471,-7.67626,4,16:00-21:00,1,15.1,17.0,13.9,4.1,8.89,7.25,1.09,25,2.94,8,9,10,10,12,13,14,14,14,17,17,17,18,18,18,19,19,19,20
-15040005025939,-00004d41-3200-0400-0000-000000580110,60,7,34.25,33.57471,-7.67626,5,22:00-24:00,1,17.1,15.0,16.0,5.1,7.7,8.22,0.94,8,2.0,12,12,13,13,13,13,13,15,15,15,17,17,20,20,20,20,20,27,27
-15040005025939,-00004d41-3200-0400-0000-000000580110,60,7,34.25,33.57471,-7.67626,6,0:00-4:00,1,18.2,21.0,12.3,9.3,10.06,5.87,1.23,13,7.76,5,5,5,6,11,11,17,19,19,21,21,21,21,21,21,26,31,31,33
-15040002900787,-00004d41-3200-0400-0000-000000580111,60,7,22.12,33.57444,-7.67609,2,10:00-16:00,1,16.4,16.0,15.0,4.3,5.31,4.98,1.0,18,1.9,7,9,11,14,14,16,16,16,16,16,16,17,18,18,19,20,21,22,24
-15040002900787,-00004d41-3200-0400-0000-000000580111,60,7,22.12,33.57444,-7.67609,3,5:00-9:00,1,27.5,26.0,27.4,2.1,2.9,3.06,0.55,2,0.22,26,26,26,26,26,26,26,26,26,26,29,29,29,29,29,29,29,29,29
-15040002900787,-00004d41-3200-0400-0000-000000580111,60,7,22.12,33.57444,-7.67609,4,16:00-21:00,1,15.2,17.0,14.0,4.1,5.69,4.68,1.07,26,1.88,8,9,10,11,12,13,14,14,14,17,17,18,18,18,18,19,19,19,20
-15040002900787,-00004d41-3200-0400-0000-000000580111,60,7,22.12,33.57444,-7.67609,5,22:00-24:00,1,17.1,15.0,16.0,5.1,4.97,5.31,0.94,8,1.29,12,12,13,13,13,13,13,15,15,15,17,17,20,20,20,20,20,27,27
-15040002900787,-00004d41-3200-0400-0000-000000580111,60,7,22.12,33.57444,-7.67609,6,0:00-4:00,1,20.6,21.0,16.3,7.9,4.89,3.79,0.92,11,3.43,6,11,11,17,17,19,19,21,21,21,21,21,21,21,26,26,31,31,33
-15040005009536,-00004d41-3200-0400-0000-000000580112,60,7,23.83,33.57426,-7.67598,2,10:00-16:00,1,16.4,16.0,15.0,4.3,5.72,5.36,1.0,18,2.05,7,9,11,14,14,16,16,16,16,16,16,17,18,18,19,20,21,22,24
-15040005009536,-00004d41-3200-0400-0000-000000580112,60,7,23.83,33.57426,-7.67598,3,5:00-9:00,1,27.5,26.0,27.4,2.1,3.13,3.3,0.55,2,0.24,26,26,26,26,26,26,26,26,26,26,29,29,29,29,29,29,29,29,29
-15040005009536,-00004d41-3200-0400-0000-000000580112,60,7,23.83,33.57426,-7.67598,4,16:00-21:00,1,15.2,17.0,14.0,4.1,6.13,5.05,1.07,26,2.02,8,9,10,11,12,13,14,14,14,17,17,18,18,18,18,19,19,19,20
-15040005009536,-00004d41-3200-0400-0000-000000580112,60,7,23.83,33.57426,-7.67598,5,22:00-24:00,1,17.1,15.0,16.0,5.1,5.36,5.72,0.94,8,1.39,12,12,13,13,13,13,13,15,15,15,17,17,20,20,20,20,20,27,27
-15040005009536,-00004d41-3200-0400-0000-000000580112,60,7,23.83,33.57426,-7.67598,6,0:00-4:00,1,20.6,21.0,16.3,7.9,5.27,4.09,0.92,11,3.7,6,11,11,17,17,19,19,21,21,21,21,21,21,21,26,26,31,31,33
-15040006450762,-00004d41-3200-0400-0000-000000580113,60,7,20.39,33.57354,-7.67561,2,10:00-16:00,1,16.2,16.0,15.0,4.1,4.9,4.59,1.0,20,1.66,7,9,11,14,14,14,16,16,16,16,16,16,17,18,18,19,20,21,22
-15040006450762,-00004d41-3200-0400-0000-000000580113,60,7,20.39,33.57354,-7.67561,3,5:00-9:00,1,23.0,26.0,20.8,7.9,3.53,2.82,0.72,3,1.49,14,14,14,14,14,14,26,26,26,26,26,26,26,29,29,29,29,29,29
-15040006450762,-00004d41-3200-0400-0000-000000580113,60,7,20.39,33.57354,-7.67561,4,16:00-21:00,1,15.4,17.0,14.1,4.0,5.2,4.32,1.06,27,1.72,8,9,10,11,12,14,14,14,17,17,17,18,18,18,19,19,19,19,20
-15040006450762,-00004d41-3200-0400-0000-000000580113,60,7,20.39,33.57354,-7.67561,5,22:00-24:00,1,15.7,15.0,14.4,5.1,5.11,4.89,1.04,11,1.57,9,11,11,12,12,13,13,13,13,15,16,16,17,17,20,20,20,20,27
-15040006450762,-00004d41-3200-0400-0000-000000580113,60,7,20.39,33.57354,-7.67561,6,0:00-4:00,1,20.0,21.0,16.1,7.8,4.57,3.5,0.93,12,3.02,6,11,11,14,14,17,19,19,21,21,21,21,21,21,21,26,31,31,33
-15040003952476,-00004d41-3200-0400-0000-000000580115,60,7,62.85,33.57404,-7.67592,2,10:00-16:00,1,16.4,16.0,15.0,4.3,15.1,14.14,1.0,18,5.41,7,9,11,14,14,16,16,16,16,16,16,17,18,18,19,20,21,22,24
-15040003952476,-00004d41-3200-0400-0000-000000580115,60,7,62.85,33.57404,-7.67592,3,5:00-9:00,1,27.5,26.0,27.4,2.1,8.25,8.7,0.55,2,0.64,26,26,26,26,26,26,26,26,26,26,29,29,29,29,29,29,29,29,29
-15040003952476,-00004d41-3200-0400-0000-000000580115,60,7,62.85,33.57404,-7.67592,4,16:00-21:00,1,15.2,17.0,14.0,4.1,16.18,13.31,1.07,26,5.34,8,9,10,11,12,13,14,14,14,17,17,18,18,18,18,19,19,19,20
-15040003952476,-00004d41-3200-0400-0000-000000580115,60,7,62.85,33.57404,-7.67592,5,22:00-24:00,1,17.1,15.0,16.0,5.1,14.13,15.08,0.94,8,3.67,12,12,13,13,13,13,13,15,15,15,17,17,20,20,20,20,20,27,27
-15040003952476,-00004d41-3200-0400-0000-000000580115,60,7,62.85,33.57404,-7.67592,6,0:00-4:00,1,20.6,21.0,16.3,7.9,13.9,10.77,0.92,11,9.75,6,11,11,17,17,19,19,21,21,21,21,21,21,21,26,26,31,31,33
-15040004109020,-00004d41-3200-0400-0000-000000580116,60,7,25.53,33.57365,-7.67537,2,10:00-16:00,1,15.0,14.0,14.9,1.4,6.15,6.56,1.0,2,0.58,14,14,14,14,14,14,14,14,14,14,16,16,16,16,16,16,16,16,16
-15040004109020,-00004d41-3200-0400-0000-000000580116,60,7,25.53,33.57365,-7.67537,3,5:00-9:00,1,14.0,14.0,14.0,0.0,6.56,6.56,1.07,1,0.0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
-15040004109020,-00004d41-3200-0400-0000-000000580116,60,7,25.53,33.57365,-7.67537,4,16:00-21:00,1,19.0,19.0,19.0,0.0,4.84,4.84,0.79,1,0.0,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
-15040004109020,-00004d41-3200-0400-0000-000000580116,60,7,25.53,33.57365,-7.67537,5,22:00-24:00,1,12.0,11.0,11.3,3.6,8.14,8.36,1.32,3,2.3,9,9,9,9,9,9,11,11,11,11,11,11,11,16,16,16,16,16,16
-15040004109020,-00004d41-3200-0400-0000-000000580116,60,7,25.53,33.57365,-7.67537,6,0:00-4:00,1,14.0,14.0,14.0,0.0,6.56,6.56,1.07,1,0.0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
-15040004686129,-00004d41-3200-0400-0000-000000580117,60,7,9.99,33.57369,-7.67527,2,10:00-16:00,1,15.0,14.0,14.9,1.4,2.41,2.57,1.0,2,0.23,14,14,14,14,14,14,14,14,14,14,16,16,16,16,16,16,16,16,16
-15040004686129,-00004d41-3200-0400-0000-000000580117,60,7,9.99,33.57369,-7.67527,3,5:00-9:00,1,14.0,14.0,14.0,0.0,2.57,2.57,1.07,1,0.0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
-15040004686129,-00004d41-3200-0400-0000-000000580117,60,7,9.99,33.57369,-7.67527,4,16:00-21:00,1,19.0,19.0,19.0,0.0,1.89,1.89,0.79,1,0.0,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
-15040004686129,-00004d41-3200-0400-0000-000000580117,60,7,9.99,33.57369,-7.67527,5,22:00-24:00,1,12.0,11.0,11.3,3.6,3.19,3.27,1.32,3,0.9,9,9,9,9,9,9,11,11,11,11,11,11,11,16,16,16,16,16,16
-15040004686129,-00004d41-3200-0400-0000-000000580117,60,7,9.99,33.57369,-7.67527,6,0:00-4:00,1,14.0,14.0,14.0,0.0,2.57,2.57,1.07,1,0.0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
-15040004284051,-00004d41-3200-0400-0000-000000580118,60,7,62.28,33.57365,-7.67537,2,10:00-16:00,1,0.0,0.0,0.0,,0.0,0.0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-15040004284051,-00004d41-3200-0400-0000-000000580118,60,7,62.28,33.57365,-7.67537,3,5:00-9:00,1,0.0,0.0,0.0,,0.0,0.0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-15040004284051,-00004d41-3200-0400-0000-000000580118,60,7,62.28,33.57365,-7.67537,4,16:00-21:00,1,0.0,0.0,0.0,,0.0,0.0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-15040004284051,-00004d41-3200-0400-0000-000000580118,60,7,62.28,33.57365,-7.67537,5,22:00-24:00,1,0.0,0.0,0.0,,0.0,0.0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-15040004284051,-00004d41-3200-0400-0000-000000580118,60,7,62.28,33.57365,-7.67537,6,0:00-4:00,1,0.0,0.0,0.0,,0.0,0.0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-15040005009544,-00004d41-3200-0400-0000-00000058011a,60,7,10.03,33.57373,-7.67518,2,10:00-16:00,1,15.0,14.0,14.9,1.4,2.42,2.58,1.0,2,0.23,14,14,14,14,14,14,14,14,14,14,16,16,16,16,16,16,16,16,16
-15040005009544,-00004d41-3200-0400-0000-00000058011a,60,7,10.03,33.57373,-7.67518,3,5:00-9:00,1,14.0,14.0,14.0,0.0,2.58,2.58,1.07,1,0.0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
-15040005009544,-00004d41-3200-0400-0000-00000058011a,60,7,10.03,33.57373,-7.67518,4,16:00-21:00,1,19.0,19.0,19.0,0.0,1.9,1.9,0.79,1,0.0,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
-15040005009544,-00004d41-3200-0400-0000-00000058011a,60,7,10.03,33.57373,-7.67518,5,22:00-24:00,1,12.0,11.0,11.3,3.6,3.2,3.28,1.32,3,0.9,9,9,9,9,9,9,11,11,11,11,11,11,11,16,16,16,16,16,16
-15040005009544,-00004d41-3200-0400-0000-00000058011a,60,7,10.03,33.57373,-7.67518,6,0:00-4:00,1,14.0,14.0,14.0,0.0,2.58,2.58,1.07,1,0.0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
-15040003860969,-00004d41-3200-0400-0000-00000058011c,60,7,24.64,33.57373,-7.67518,2,10:00-16:00,1,0.0,0.0,0.0,,0.0,0.0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-15040003860969,-00004d41-3200-0400-0000-00000058011c,60,7,24.64,33.57373,-7.67518,3,5:00-9:00,1,0.0,0.0,0.0,,0.0,0.0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-15040003860969,-00004d41-3200-0400-0000-00000058011c,60,7,24.64,33.57373,-7.67518,4,16:00-21:00,1,0.0,0.0,0.0,,0.0,0.0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-15040003860969,-00004d41-3200-0400-0000-00000058011c,60,7,24.64,33.57373,-7.67518,5,22:00-24:00,1,0.0,0.0,0.0,,0.0,0.0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-15040003860969,-00004d41-3200-0400-0000-00000058011c,60,7,24.64,33.57373,-7.67518,6,0:00-4:00,1,0.0,0.0,0.0,,0.0,0.0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-15040005009550,-00004d41-3200-0400-0000-000000580122,60,7,37.97,33.57453,-7.67387,2,10:00-16:00,1,19.3,20.0,16.7,6.2,8.17,6.83,1.0,61,3.82,8,11,13,14,16,17,17,18,19,20,20,20,22,22,23,24,26,27,30
-15040005009550,-00004d41-3200-0400-0000-000000580122,60,7,37.97,33.57453,-7.67387,3,5:00-9:00,1,23.0,22.0,19.1,11.5,7.17,6.21,0.88,3,3.83,12,12,12,12,12,12,22,22,22,22,22,22,22,35,35,35,35,35,35
-15040005009550,-00004d41-3200-0400-0000-000000580122,60,7,37.97,33.57453,-7.67387,4,16:00-21:00,1,16.6,17.0,14.6,5.3,9.38,8.04,1.15,89,4.08,7,10,10,12,13,14,15,16,17,17,18,18,19,19,20,20,21,23,26
-15040005009550,-00004d41-3200-0400-0000-000000580122,60,7,37.97,33.57453,-7.67387,5,22:00-24:00,1,16.6,16.0,14.4,5.8,9.51,8.54,1.16,31,4.11,8,10,11,11,12,13,13,15,15,16,18,18,20,20,21,21,21,25,27
-15040005009550,-00004d41-3200-0400-0000-000000580122,60,7,37.97,33.57453,-7.67387,6,0:00-4:00,1,17.8,18.0,15.6,6.1,8.76,7.59,1.07,23,3.66,9,10,11,12,12,14,15,17,18,18,18,19,19,23,24,24,24,25,28
-15040003860976,-00004d41-3200-0400-0000-000000580124,60,7,28.85,33.57418,-7.6747,2,10:00-16:00,1,2.6,2.6,2.6,0.0,39.95,39.95,1.0,1,0.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
-15040003860976,-00004d41-3200-0400-0000-000000580124,60,7,28.85,33.57418,-7.6747,3,5:00-9:00,1,2.5,1.2,1.8,1.8,57.31,86.55,1.43,2,41.35,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4
-15040003860976,-00004d41-3200-0400-0000-000000580124,60,7,28.85,33.57418,-7.6747,4,16:00-21:00,1,0.0,0.0,0.0,,0.0,0.0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-15040003860976,-00004d41-3200-0400-0000-000000580124,60,7,28.85,33.57418,-7.6747,5,22:00-24:00,1,0.0,0.0,0.0,,0.0,0.0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-15040003860976,-00004d41-3200-0400-0000-000000580124,60,7,28.85,33.57418,-7.6747,6,0:00-4:00,1,0.0,0.0,0.0,,0.0,0.0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-15040003952471,-00004d41-3200-0400-0000-000000580125,60,7,12.81,33.57407,-7.67498,2,10:00-16:00,1,15.0,14.0,14.9,1.4,3.09,3.29,1.0,2,0.29,14,14,14,14,14,14,14,14,14,14,16,16,16,16,16,16,16,16,16
-15040003952471,-00004d41-3200-0400-0000-000000580125,60,7,12.81,33.57407,-7.67498,3,5:00-9:00,1,14.0,14.0,14.0,0.0,3.29,3.29,1.07,1,0.0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
-15040003952471,-00004d41-3200-0400-0000-000000580125,60,7,12.81,33.57407,-7.67498,4,16:00-21:00,1,19.0,19.0,19.0,0.0,2.43,2.43,0.79,1,0.0,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
-15040003952471,-00004d41-3200-0400-0000-000000580125,60,7,12.81,33.57407,-7.67498,5,22:00-24:00,1,12.0,11.0,11.3,3.6,4.09,4.19,1.32,3,1.15,9,9,9,9,9,9,11,11,11,11,11,11,11,16,16,16,16,16,16
-15040003952471,-00004d41-3200-0400-0000-000000580125,60,7,12.81,33.57407,-7.67498,6,0:00-4:00,1,14.0,14.0,14.0,0.0,3.29,3.29,1.07,1,0.0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
-15040004290186,-00004d41-3200-0400-0000-000000580127,60,7,68.27,33.57578,-7.67332,2,10:00-16:00,1,36.0,8.3,13.2,35.0,18.58,29.61,1.0,4,17.08,7,7,7,7,7,8,8,8,8,8,50,50,50,50,50,79,79,79,79
-15040004290186,-00004d41-3200-0400-0000-000000580127,60,7,68.27,33.57578,-7.67332,3,5:00-9:00,1,0.0,0.0,0.0,,0.0,0.0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-15040004290186,-00004d41-3200-0400-0000-000000580127,60,7,68.27,33.57578,-7.67332,4,16:00-21:00,1,56.0,56.0,56.0,0.0,4.39,4.39,0.24,1,0.0,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
-15040004290186,-00004d41-3200-0400-0000-000000580127,60,7,68.27,33.57578,-7.67332,5,22:00-24:00,1,22.7,4.4,8.0,25.9,30.93,55.86,1.66,2,35.26,4,4,4,4,4,4,4,4,4,4,41,41,41,41,41,41,41,41,41
-15040004290186,-00004d41-3200-0400-0000-000000580127,60,7,68.27,33.57578,-7.67332,6,0:00-4:00,1,31.0,3.0,5.7,39.6,43.04,81.92,2.32,2,54.98,3,3,3,3,3,3,3,3,3,3,59,59,59,59,59,59,59,59,59
-15040002558382,-00004d41-3200-0400-0000-000000580128,60,7,70.4,33.57575,-7.67245,2,10:00-16:00,1,55.0,33.0,46.2,31.1,5.49,7.68,1.0,2,3.1,33,33,33,33,33,33,33,33,33,33,77,77,77,77,77,77,77,77,77
-15040002558382,-00004d41-3200-0400-0000-000000580128,60,7,70.4,33.57575,-7.67245,3,5:00-9:00,1,0.0,0.0,0.0,,0.0,0.0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-15040002558382,-00004d41-3200-0400-0000-000000580128,60,7,70.4,33.57575,-7.67245,4,16:00-21:00,1,6.8,6.4,6.7,0.5,37.65,39.6,6.86,2,2.76,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7
-15040002558382,-00004d41-3200-0400-0000-000000580128,60,7,70.4,33.57575,-7.67245,5,22:00-24:00,1,0.0,0.0,0.0,,0.0,0.0,0.0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-15040002558382,-00004d41-3200-0400-0000-000000580128,60,7,70.4,33.57575,-7.67245,6,0:00-4:00,1,6.2,6.2,6.2,0.0,40.88,40.88,7.45,1,0.0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
